,0
3202,-5897750.597388678
3203,-5900161.655146423
3204,-5899781.859720304
3205,-5893566.266961862
3206,-5891283.472074314
3207,-5895033.551276396
3208,-5895604.4768185085
3209,-5898848.079751397
3210,-5902068.845937756
3211,-5894378.397703337
3212,-5886958.8414933095
3213,-5894874.222050694
3214,-5885826.54860994
3215,-5899625.671127368
3216,-5892955.484245104
3217,-5886251.867903055
3218,-5882077.8870342625
3219,-5887701.024583735
3220,-5883328.536591406
3221,-5887009.208670375
3222,-5883707.803462595
3223,-5887105.854831398
3224,-5893231.879625891
3225,-5880977.2393169645
3226,-5882485.505341919
3227,-5877604.828939951
3228,-5881387.6969112195
3229,-5876112.395828804
3230,-5883215.53468399
3231,-5881598.413847975
3232,-5876378.140914739
3233,-5876361.244275982
3234,-5881921.440495129
3235,-5882018.628515185
3236,-5876055.340463082
3237,-5873238.396363797
3238,-5876529.100228366
3239,-5869577.5073244525
3240,-5875831.072634649
3241,-5871557.418660394
3242,-5868296.473445399
3243,-5865757.254919766
3244,-5870739.606808397
3245,-5874773.183234959
3246,-5867454.5161209125
3247,-5861885.367528393
3248,-5871677.960063576
3249,-5865111.943677065
3250,-5863678.125704821
3251,-5868107.152720075
3252,-5860083.297672185
3253,-5862165.085171743
3254,-5868929.115677332
3255,-5858899.046834601
3256,-5865106.13167526
3257,-5863795.382752561
3258,-5860230.234038748
3259,-5855712.334993343
3260,-5859522.246763009
3261,-5857402.137611962
3262,-5856997.591427295
3263,-5868241.837059301
3264,-5847557.520631877
3265,-5853403.606539205
3266,-5859714.116822162
3267,-5852076.750048504
3268,-5848262.498769943
3269,-5848178.025060243
3270,-5847107.264057348
3271,-5856094.9200558765
3272,-5846578.107231077
3273,-5848400.475639508
3274,-5843558.202954779
3275,-5848404.734319329
3276,-5845531.887951648
3277,-5843363.430394643
3278,-5845523.737872325
3279,-5850253.12896194
3280,-5846088.795902364
3281,-5847307.881663941
3282,-5847888.161360196
3283,-5839437.050471207
3284,-5840514.969135684
3285,-5845126.646208558
3286,-5840537.221215413
3287,-5835801.971458359
3288,-5838296.868695071
3289,-5845023.173422005
3290,-5838967.012577505
3291,-5834877.958078751
3292,-5834866.757453097
3293,-5834702.644983976
3294,-5841067.2094330555
3295,-5833629.01831158
3296,-5836374.886442056
3297,-5826440.390806053
3298,-5836597.011893059
3299,-5836178.490562351
3300,-5829995.513492494
3301,-5825316.874599853
3302,-5834627.976260075
3303,-5828389.28451479
3304,-5833222.551081019
3305,-5821888.2012267355
3306,-5823364.958793242
3307,-5825602.9902107315
3308,-5823302.649557748
3309,-5817809.9107261095
3310,-5823295.330730099
3311,-5822616.615327339
3312,-5823583.640663889
3313,-5814299.313090445
3314,-5815669.004561718
3315,-5822867.068558817
3316,-5824956.150655232
3317,-5819027.823826474
3318,-5816983.3645864045
3319,-5813804.942527572
3320,-5824714.516530288
3321,-5809436.1966371965
3322,-5812559.669895405
3323,-5820503.600002948
3324,-5814609.230278333
3325,-5814157.940071985
3326,-5815206.433925715
3327,-5811808.169829704
3328,-5806575.395504394
3329,-5808500.22146905
3330,-5807505.589051121
3331,-5807905.031197884
3332,-5813348.945617974
3333,-5803665.721553191
3334,-5805026.31085984
3335,-5806598.209461004
3336,-5804081.1396483965
3337,-5796751.139765129
3338,-5804134.792823474
3339,-5802268.58470453
3340,-5809733.446341647
3341,-5799190.984185051
3342,-5802406.170544434
3343,-5793897.81500962
3344,-5799915.570422758
3345,-5795634.6632641265
3346,-5798653.735417043
3347,-5798958.761481341
3348,-5796365.002324326
3349,-5797163.146886961
3350,-5782245.783174836
3351,-5799799.658399514
3352,-5795404.718416271
3353,-5789662.855746084
3354,-5788047.320794302
3355,-5795020.286920413
3356,-5798651.168239058
3357,-5787612.461725064
3358,-5785474.935111455
3359,-5784062.927967924
3360,-5790051.520586245
3361,-5792130.371263326
3362,-5787743.599652498
3363,-5789052.153563707
3364,-5792186.391170655
3365,-5780901.5420349175
3366,-5787485.511761195
3367,-5787125.894777395
3368,-5787118.206992405
3369,-5771458.198997429
3370,-5788283.70600583
3371,-5783813.002363394
3372,-5784398.279319957
3373,-5785879.713251766
3374,-5775752.305673307
3375,-5783060.492437542
3376,-5781252.276913873
3377,-5774729.396739224
3378,-5773141.39025985
3379,-5775790.773556226
3380,-5777189.983347165
3381,-5774072.9467175035
3382,-5769665.295159473
3383,-5771985.692067819
3384,-5775279.368169823
3385,-5771647.680473764
3386,-5763540.221368855
3387,-5765824.759463643
3388,-5770871.624897022
3389,-5761380.720760157
3390,-5769469.618209508
3391,-5763072.953087475
3392,-5769567.603363174
3393,-5769809.540061228
3394,-5761124.605734933
3395,-5770291.2755922
3396,-5754670.13249708
3397,-5767446.567121035
3398,-5759724.658708443
3399,-5767008.4031375535
3400,-5759328.173699888
3401,-5764655.8877363
3402,-5757088.201605524
3403,-5762177.377877504
3404,-5763445.080980825
3405,-5758754.982542171
3406,-5756671.913699296
3407,-5755456.978787977
3408,-5761999.306244483
3409,-5752340.391429004
3410,-5758914.596383752
3411,-5760986.029207338
3412,-5753226.140544121
3413,-5753008.570608352
3414,-5753833.108467754
3415,-5756174.229460725
3416,-5755794.001770877
3417,-5748923.670180891
3418,-5748923.283162728
3419,-5746864.27407186
3420,-5748925.989877273
3421,-5751368.495175799
3422,-5746685.765298207
3423,-5742622.224639572
3424,-5742088.3741839845
3425,-5745410.527672708
3426,-5741921.935022186
3427,-5746271.412412849
3428,-5739405.242566047
3429,-5741345.735334083
3430,-5742320.063616899
3431,-5742143.20865009
3432,-5741135.929160479
3433,-5741045.898237216
3434,-5742796.2136151325
3435,-5730347.016733673
3436,-5739651.578222418
3437,-5731124.605496055
3438,-5735249.78502955
3439,-5732287.800000247
3440,-5736705.86490084
3441,-5734398.516090762
3442,-5734849.3655651845
3443,-5734605.694746928
3444,-5729411.616840862
3445,-5729993.264235113
3446,-5732912.991315813
3447,-5725667.41549503
3448,-5733977.039178462
3449,-5719698.121076742
3450,-5731193.489180305
3451,-5725317.099056582
3452,-5729885.32323607
3453,-5728634.78360231
3454,-5728047.77166683
3455,-5718688.302740028
3456,-5714497.494885422
3457,-5730824.921061838
3458,-5725830.286999721
3459,-5713316.45057273
3460,-5724030.880789027
3461,-5720665.973305513
3462,-5719679.47959487
3463,-5715246.409540175
3464,-5720925.376452784
3465,-5718244.484608443
3466,-5717737.069179333
3467,-5713956.185529409
3468,-5718207.275318195
3469,-5716127.294059337
3470,-5725134.830556372
3471,-5715242.816978319
3472,-5722830.508179834
3473,-5715335.860767015
3474,-5710886.719583853
3475,-5708845.119762335
3476,-5712824.392414804
3477,-5708939.093359084
3478,-5704605.2534429645
3479,-5707837.502152954
3480,-5709980.595155834
3481,-5702888.392415084
3482,-5713380.208452435
3483,-5698096.678444645
3484,-5699646.631437939
3485,-5709458.0737612145
3486,-5701088.304185576
3487,-5706532.34809288
3488,-5696611.2227712525
3489,-5698683.955770779
3490,-5699794.358527667
3491,-5699078.009112408
3492,-5702280.2976254495
3493,-5701545.310619179
3494,-5698978.317898341
3495,-5697995.417526876
3496,-5697232.7196944915
3497,-5691330.969740941
3498,-5691640.72265493
3499,-5694037.339811368
3500,-5685969.9143196875
3501,-5698742.80464102
3502,-5687303.439890853
3503,-5696339.27228976
3504,-5693350.429781495
3505,-5688885.533629842
3506,-5682801.67467511
3507,-5689299.315982097
3508,-5691109.473817276
3509,-5686560.214371169
3510,-5687900.340961559
3511,-5691076.693024064
3512,-5692244.598307093
3513,-5685741.830725577
3514,-5684321.231927822
3515,-5686826.370545165
3516,-5689986.053818182
3517,-5685721.967889314
3518,-5685315.317058607
3519,-5683344.131629659
3520,-5674143.223938423
3521,-5682719.484393107
3522,-5681272.435017885
3523,-5681986.92747025
3524,-5677508.505305056
3525,-5677638.238579749
3526,-5682573.823289106
3527,-5675755.196427916
3528,-5672691.678719844
3529,-5678901.633750727
3530,-5676885.535433256
3531,-5678501.686146529
3532,-5675145.835622635
3533,-5676804.009937392
3534,-5679793.887340699
3535,-5672893.724779403
3536,-5671348.785083627
3537,-5671528.968357285
3538,-5675869.433488597
3539,-5671339.996603317
3540,-5663687.340785768
3541,-5678301.773103618
3542,-5669352.398447227
3543,-5673100.661311448
3544,-5666548.603813777
3545,-5668977.800698967
3546,-5659498.778973561
3547,-5665648.368866068
3548,-5661673.013633561
3549,-5666957.410297143
3550,-5663607.350911472
3551,-5665889.595499987
3552,-5661145.185437388
3553,-5656088.800213926
3554,-5659853.162211842
3555,-5654526.339831994
3556,-5655919.867635194
3557,-5653226.274099041
3558,-5658617.050289562
3559,-5655913.95307443
3560,-5655147.051014776
3561,-5654751.948704149
3562,-5655490.832549687
3563,-5654298.307312975
3564,-5657500.207824148
3565,-5652438.247134731
3566,-5650473.288725766
3567,-5654148.1418165425
3568,-5647108.338789573
3569,-5652862.8959360765
3570,-5646263.067858965
3571,-5647634.209758161
3572,-5650442.201901127
3573,-5649544.691027382
3574,-5654730.792260777
3575,-5641350.901479947
3576,-5647548.905717088
3577,-5648273.630037955
3578,-5649722.859704606
3579,-5643737.113105071
3580,-5644194.6647392325
3581,-5642635.178863881
3582,-5640591.331029692
3583,-5646167.250859999
3584,-5642599.151567751
3585,-5643571.303205069
3586,-5651650.201438997
3587,-5637521.358866134
3588,-5640519.51368403
3589,-5638041.277024466
3590,-5639875.083931212
3591,-5637028.402236644
3592,-5633863.501343855
3593,-5635216.853639663
3594,-5631561.428957136
3595,-5638479.307638723
3596,-5626162.261578146
3597,-5634257.197259389
3598,-5637117.1775367195
3599,-5639089.335287649
3600,-5633969.9762820685
3601,-5631237.623311567
3602,-5630458.384608539
3603,-5631058.796385276
3604,-5626141.112099711
3605,-5626144.034906799
3606,-5629987.96736337
3607,-5625793.228849026
3608,-5621075.246073305
3609,-5633327.156132116
3610,-5628747.606727979
3611,-5629088.5921597835
3612,-5621419.153804245
3613,-5627974.424099432
3614,-5616634.694715117
3615,-5625056.197443921
3616,-5628375.912925073
3617,-5627882.36548705
3618,-5617113.724990989
3619,-5617334.525371879
3620,-5614906.617774802
3621,-5616633.410760493
3622,-5621602.329178338
3623,-5616958.505947727
3624,-5611132.338037071
3625,-5620038.639272722
3626,-5614622.128870939
3627,-5610229.995568034
3628,-5617964.372561467
3629,-5607758.023726482
3630,-5616892.702789811
3631,-5616710.805036052
3632,-5621555.9264264405
3633,-5613224.079766203
3634,-5612280.651048209
3635,-5611676.7475978285
3636,-5613259.916076247
3637,-5613913.319581953
3638,-5623822.717963567
3639,-5610857.16647166
3640,-5607226.439534463
3641,-5612341.533940682
3642,-5609568.64321636
3643,-5610138.364414576
3644,-5603502.389510608
3645,-5604826.44222154
3646,-5604243.569476932
3647,-5608040.509430152
3648,-5607167.693903716
3649,-5604974.891503777
3650,-5597206.480347506
3651,-5605343.10967344
3652,-5603917.30626931
3653,-5603488.972140044
3654,-5598581.395650951
3655,-5601430.820735257
3656,-5595229.701284911
3657,-5597308.008577823
3658,-5597487.558012392
3659,-5596916.544334949
3660,-5592834.649793612
3661,-5589884.644820474
3662,-5595633.666580334
3663,-5593779.551491592
3664,-5589798.674288431
3665,-5597572.105723792
3666,-5582693.540759083
3667,-5594101.764678654
3668,-5598615.3486423595
3669,-5595732.762606829
3670,-5587662.527586493
3671,-5590615.356072564
3672,-5594032.806816247
3673,-5585412.94734524
3674,-5587476.9161075
3675,-5589415.270483828
3676,-5586690.954389065
3677,-5593699.580614666
3678,-5584533.930462518
3679,-5586770.4047570815
3680,-5587971.193155575
3681,-5580403.95685112
3682,-5582290.880307656
3683,-5577889.776052459
3684,-5578987.475594864
3685,-5582094.877934472
3686,-5581821.990788507
3687,-5576895.3845436
3688,-5581583.019452006
3689,-5584144.554367907
3690,-5577449.781692607
3691,-5582652.264069851
3692,-5576977.041646136
3693,-5580507.665478938
3694,-5574835.474225371
3695,-5574126.827919929
3696,-5569382.032343304
3697,-5577263.463908405
3698,-5571436.516523859
3699,-5575792.1944443295
3700,-5574283.650041031
3701,-5573286.112884604
3702,-5570015.2891272055
3703,-5566264.551043642
3704,-5576075.869092347
3705,-5569594.203239123
3706,-5568832.554660992
3707,-5564081.504272659
3708,-5564364.149377108
3709,-5566827.790809649
3710,-5565056.899389529
3711,-5570053.121767769
3712,-5566211.928821111
3713,-5557517.591300122
3714,-5556595.033034752
3715,-5560987.568534023
3716,-5567180.538016257
3717,-5554889.111549104
3718,-5567493.830407286
3719,-5557188.569437332
3720,-5563221.795710851
3721,-5554086.538571166
3722,-5557053.141763991
3723,-5565859.381782192
3724,-5554916.806307703
3725,-5556640.487302747
3726,-5559750.492753728
3727,-5557328.8240616005
3728,-5556408.734384554
3729,-5552797.269848591
3730,-5553379.467605439
3731,-5553054.2351181
3732,-5553489.754530501
3733,-5557605.105433946
3734,-5551236.76090906
3735,-5553996.247040025
3736,-5550554.393244301
3737,-5539104.106055542
3738,-5547035.534304137
3739,-5547996.683067344
3740,-5550486.461404055
3741,-5544129.771917755
3742,-5547135.269361049
3743,-5545670.265813494
3744,-5545305.567602779
3745,-5549345.768643958
3746,-5545463.543074597
3747,-5538701.100023362
3748,-5549018.624724666
3749,-5538590.936502169
3750,-5548653.878104622
3751,-5538150.342833947
3752,-5544475.180007865
3753,-5546530.299620198
3754,-5537410.221892467
3755,-5542122.784220887
3756,-5540295.431254172
3757,-5534519.345992508
3758,-5537699.5927616805
3759,-5535984.3927799435
3760,-5528874.474654116
3761,-5541419.701591188
3762,-5537611.580546084
3763,-5539068.882237077
3764,-5535206.617307286
3765,-5540312.024835021
3766,-5541069.531889527
3767,-5533650.876561254
3768,-5534817.406416949
3769,-5529941.754514401
3770,-5532347.618725828
3771,-5526011.369568243
3772,-5528702.192177759
3773,-5527712.327250571
3774,-5525865.677596432
3775,-5534697.276434224
3776,-5533493.453766183
3777,-5527925.749111924
3778,-5530989.863196968
3779,-5526484.475723097
3780,-5534305.216472724
3781,-5518104.161032999
3782,-5524001.184960261
3783,-5524313.430930094
3784,-5528581.080919958
3785,-5525728.237377821
3786,-5530536.038078332
3787,-5530660.223607883
3788,-5517189.886443647
3789,-5520483.231647848
3790,-5517734.890220034
3791,-5523730.690292931
3792,-5522446.848374807
3793,-5517152.817271565
3794,-5515993.143100702
3795,-5521741.690610392
3796,-5513425.741723254
3797,-5517225.471064541
3798,-5522999.902172013
3799,-5513941.1544024795
3800,-5517424.891595191
3801,-5517683.547119401
3802,-5518343.300237962
3803,-5511932.655041608
3804,-5508701.524710637
3805,-5515191.8741018735
3806,-5513824.761098929
3807,-5512368.615099604
3808,-5513061.352519119
3809,-5510204.654781974
3810,-5507193.2619638955
3811,-5504435.038981894
3812,-5507406.781270227
3813,-5506020.006044617
3814,-5506490.571271787
3815,-5504924.595167822
3816,-5499786.398099376
3817,-5507319.357484774
3818,-5504827.634673648
3819,-5510750.016153059
3820,-5509962.35348948
3821,-5500496.258596977
3822,-5505984.363954699
3823,-5507162.543718738
3824,-5502943.31336007
3825,-5505792.462532097
3826,-5504048.012716402
3827,-5495965.66911556
3828,-5500905.740330132
3829,-5499347.883580565
3830,-5505989.90399146
3831,-5495159.921314816
3832,-5496150.984726723
3833,-5496965.692086064
3834,-5492789.524865793
3835,-5498933.631392715
3836,-5496893.829914312
3837,-5494362.4621711075
3838,-5492566.380615527
3839,-5493049.067730925
3840,-5492584.9145154115
3841,-5491879.261108308
3842,-5489526.373854748
3843,-5491968.095279114
3844,-5496212.841833914
3845,-5493956.216773613
3846,-5488817.599490185
3847,-5484975.360335092
3848,-5488363.842356482
3849,-5483927.806364928
3850,-5483874.447602969
3851,-5483581.409652473
3852,-5482327.286247919
3853,-5485388.277117534
3854,-5489588.215150056
3855,-5489550.407588591
3856,-5488030.948723304
3857,-5481338.936443343
3858,-5484756.631754437
3859,-5483910.962517679
3860,-5480093.968594174
3861,-5493477.102631391
3862,-5484986.592613588
3863,-5486784.884249059
3864,-5483035.127749749
3865,-5480832.458491641
3866,-5482718.004688395
3867,-5481485.589506522
3868,-5476615.7632598635
3869,-5475881.154741925
3870,-5475880.043805541
3871,-5469307.326610604
3872,-5476544.33969426
3873,-5479446.163688584
3874,-5469430.686083101
3875,-5471514.394489294
3876,-5479255.784040237
3877,-5473535.207387089
3878,-5470041.281299309
3879,-5464820.0917412
3880,-5474920.396977099
3881,-5467937.602276872
3882,-5467595.536981354
3883,-5465802.957286861
3884,-5472190.477652428
3885,-5468091.716823419
3886,-5466724.385412094
3887,-5475302.803102133
3888,-5465432.711845487
3889,-5471504.766362577
3890,-5461419.347636203
3891,-5463820.377278272
3892,-5462340.014114249
3893,-5467944.632691436
3894,-5460786.640233015
3895,-5459451.255463117
3896,-5457799.611377862
3897,-5461098.509307915
3898,-5464467.167310506
3899,-5461805.730161858
3900,-5459784.319575142
3901,-5456577.882828769
3902,-5467204.102214879
3903,-5458545.258622408
3904,-5457100.738649025
3905,-5464324.48361714
3906,-5458690.955229436
3907,-5461496.759857182
3908,-5457310.816448148
3909,-5458402.782134716
3910,-5455568.782492169
3911,-5459410.726872047
3912,-5465910.157302475
3913,-5454029.509529019
3914,-5455712.4020569995
3915,-5452757.402816311
3916,-5454394.912887905
3917,-5452805.515820499
3918,-5445432.219140177
3919,-5448593.796884926
3920,-5451710.191401161
3921,-5450788.216540316
3922,-5453952.10616923
3923,-5446842.20433464
3924,-5446912.489334604
3925,-5438553.7918125745
3926,-5444928.669143422
3927,-5446412.8864645865
3928,-5445202.971308218
3929,-5447854.532494821
3930,-5445872.640773989
3931,-5445400.552952055
3932,-5450405.222049112
3933,-5447457.777089206
3934,-5448659.699970486
3935,-5442259.022934746
3936,-5441670.155256304
3937,-5438205.662619737
3938,-5445641.771137062
3939,-5444540.7939511
3940,-5437925.103631994
3941,-5443037.487972239
3942,-5437317.297328158
3943,-5439950.154652355
3944,-5436526.157913042
3945,-5433327.213047799
3946,-5434063.485008421
3947,-5444037.482531675
3948,-5429754.91773678
3949,-5436270.299986946
3950,-5434805.94209556
3951,-5436468.672018986
3952,-5432702.54020481
3953,-5434644.587134986
3954,-5433914.33568309
3955,-5433013.9362083785
3956,-5436380.201124178
3957,-5423018.983184641
3958,-5428387.847192557
3959,-5428052.5137135545
3960,-5431314.578041862
3961,-5432199.122157198
3962,-5427910.508895156
3963,-5430004.90597028
3964,-5425613.170109715
3965,-5425592.257118715
3966,-5424136.166398411
3967,-5424420.792679032
3968,-5415946.637153223
3969,-5428957.646445791
3970,-5416126.896271657
3971,-5422719.032079003
3972,-5419251.7492657425
3973,-5424714.389846611
3974,-5419626.118440529
3975,-5419815.784965538
3976,-5410874.168838122
3977,-5416539.686727556
3978,-5419156.00798467
3979,-5421272.1155383475
3980,-5415360.782775034
3981,-5418788.096280732
3982,-5415129.946409482
3983,-5417001.9645608235
3984,-5411541.991253135
3985,-5414924.7822968215
3986,-5408889.814407728
3987,-5417022.382796682
3988,-5417750.666939245
3989,-5411970.943007691
3990,-5418797.943162956
3991,-5413399.973124805
3992,-5408224.998129786
3993,-5411025.694977209
3994,-5410705.307003596
3995,-5411409.303084148
3996,-5404746.4983713105
3997,-5417609.128515078
3998,-5406744.443995445
3999,-5401150.653385941
4000,-5412394.1003089305
4001,-5412155.935029722
4002,-5412000.090135649
4003,-5411844.923766166
4004,-5409251.433131498
4005,-5404632.975043397
4006,-5401962.480615437
4007,-5402228.726886265
4008,-5408073.047903628
4009,-5405480.003930389
4010,-5403268.632023037
4011,-5401068.86606323
4012,-5404153.842660145
4013,-5401585.985659388
4014,-5400345.769300892
4015,-5397402.650160371
4016,-5402847.176148192
4017,-5392721.816115405
4018,-5404337.1988506755
4019,-5397812.599988624
4020,-5395292.8844549265
4021,-5399004.441880005
4022,-5392942.877589285
4023,-5391042.771162412
4024,-5398668.44535735
4025,-5400628.550095487
4026,-5390452.6753094485
4027,-5400272.871778074
4028,-5393732.423606608
4029,-5389165.262972657
4030,-5393878.430887288
4031,-5393246.059897465
4032,-5398148.340390267
4033,-5392289.463800177
4034,-5393319.713201968
4035,-5391254.450768426
4036,-5385587.63511515
4037,-5389545.6924681775
4038,-5389176.041315323
4039,-5380247.09815867
4040,-5398950.98177146
4041,-5386739.811961358
4042,-5383929.174429117
4043,-5384134.985887438
4044,-5389271.003172706
4045,-5382066.469640898
4046,-5381913.315143464
4047,-5385953.6071416335
4048,-5383816.424841527
4049,-5381227.316126452
4050,-5382514.672228137
4051,-5376569.843651493
4052,-5384282.362512683
4053,-5385977.988036533
4054,-5378683.407336067
4055,-5375016.345409579
4056,-5377185.89129118
4057,-5382704.958436605
4058,-5379260.019274581
4059,-5379595.683063931
4060,-5377617.372777479
4061,-5377750.635352638
4062,-5376921.23600694
4063,-5382016.331339884
4064,-5370607.659158303
4065,-5370361.389323814
4066,-5378506.430402268
4067,-5373930.308235751
4068,-5378468.886644735
4069,-5369751.807435954
4070,-5361661.334275962
4071,-5373581.470978022
4072,-5372159.878899554
4073,-5370081.202783736
4074,-5374879.234345022
4075,-5366973.477921747
4076,-5371544.456007422
4077,-5360029.506634163
4078,-5374170.761907582
4079,-5369925.819407595
4080,-5364942.885982722
4081,-5367940.09061852
4082,-5371273.345170908
4083,-5367986.218025432
4084,-5368083.383431328
4085,-5368973.317678927
4086,-5366620.45664792
4087,-5364304.977523452
4088,-5371454.013256789
4089,-5368238.758377854
4090,-5357601.980846644
4091,-5363124.657907697
4092,-5363861.263004886
4093,-5355294.176439102
4094,-5360679.967260374
4095,-5362600.52131823
4096,-5362358.392529268
4097,-5355716.094692575
4098,-5356560.829894837
4099,-5354933.099500907
4100,-5359219.301966482
4101,-5358200.146082197
4102,-5355448.12234383
4103,-5356667.364040928
4104,-5352677.260436796
4105,-5358317.336654188
4106,-5360015.1145794215
4107,-5353367.581673321
4108,-5353345.722324548
4109,-5347793.78153498
4110,-5348354.019493097
4111,-5346390.59640111
4112,-5350634.567471156
4113,-5350725.680509299
4114,-5348321.207930628
4115,-5350158.877341631
4116,-5351769.043907956
4117,-5357399.39787662
4118,-5347602.75277979
4119,-5348076.222748261
4120,-5347192.664621196
4121,-5347566.775832199
4122,-5347150.699758757
4123,-5345388.640103585
4124,-5340322.06008094
4125,-5346491.540955049
4126,-5346410.348354419
4127,-5345341.946879011
4128,-5343699.74597412
4129,-5349437.537893028
4130,-5339843.180968823
4131,-5333351.900549053
4132,-5342574.029704381
4133,-5334745.928033866
4134,-5344808.783574712
4135,-5336909.195054162
4136,-5340346.1386514865
4137,-5344965.734722864
4138,-5341005.502687803
4139,-5339574.253861682
4140,-5330185.325088588
4141,-5339902.341089999
4142,-5335184.1928283395
4143,-5339024.892774743
4144,-5336233.947461556
4145,-5340996.9272766365
4146,-5336627.3309037285
4147,-5337161.572289718
4148,-5333719.80604065
4149,-5337469.844560188
4150,-5334531.6369519
4151,-5334662.281363226
4152,-5335408.537929498
4153,-5335562.822590427
4154,-5332263.137307144
4155,-5323758.647742934
4156,-5326402.96485069
4157,-5329754.346831433
4158,-5327607.488302067
4159,-5327082.783071613
4160,-5326303.672432264
4161,-5327865.201592925
4162,-5329918.135590276
4163,-5328179.492788439
4164,-5330665.866648636
4165,-5327018.445021958
4166,-5331165.824904732
4167,-5325916.697281317
4168,-5320301.412564563
4169,-5319177.096709706
4170,-5323209.996433186
4171,-5319786.531442267
4172,-5326545.903241317
4173,-5323075.279878192
4174,-5321136.438524572
4175,-5313489.6073361505
4176,-5320792.041502108
4177,-5318174.073210727
4178,-5318377.653166494
4179,-5323978.796533332
4180,-5316131.664122509
4181,-5313376.575694855
4182,-5322696.468798482
4183,-5319357.991347072
4184,-5322598.134570574
4185,-5325919.737246699
4186,-5315828.629318973
4187,-5317301.450260747
4188,-5317124.595782669
4189,-5323486.756025166
4190,-5321496.178776149
4191,-5314323.116056333
4192,-5313676.82559007
4193,-5306525.822117303
4194,-5312700.393644441
4195,-5313711.8068896495
4196,-5312018.452747009
4197,-5312254.847281326
4198,-5310459.679132386
4199,-5312062.118183127
4200,-5304988.136295053
4201,-5304989.808958363
4202,-5307935.9581319
4203,-5308791.488218193
4204,-5304599.074107987
4205,-5307889.457908317
4206,-5307163.917154633
4207,-5307417.767900011
4208,-5306688.813654798
4209,-5308406.749089094
4210,-5302453.325368853
4211,-5306567.645551175
4212,-5305267.255443798
4213,-5301774.019498588
4214,-5302796.841562827
4215,-5305131.897127847
4216,-5302811.751846839
4217,-5306341.400686225
4218,-5302948.283592066
4219,-5304242.972732091
4220,-5310348.166540426
4221,-5300092.746438863
4222,-5297100.720197686
4223,-5304716.882870899
4224,-5296368.753673411
4225,-5298526.249085943
4226,-5295811.229240809
4227,-5297656.120687063
4228,-5291430.628146819
4229,-5301438.536665588
4230,-5293585.562504926
4231,-5300374.669727331
4232,-5289797.849204507
4233,-5296605.18893682
4234,-5290383.706678455
4235,-5292918.794350245
4236,-5289663.475048275
4237,-5294399.514278822
4238,-5293312.833131043
4239,-5291611.149367178
4240,-5293403.834933123
4241,-5291142.459303209
4242,-5289745.123042788
4243,-5288131.419515096
4244,-5286181.268707489
4245,-5284350.105757729
4246,-5294942.9957088595
4247,-5284414.2373604495
4248,-5288449.917720735
4249,-5293253.68478296
4250,-5284139.691474751
4251,-5285410.556455425
4252,-5278051.794461727
4253,-5288600.4165753955
4254,-5285097.972275674
4255,-5285569.717009467
4256,-5282817.6360019455
4257,-5283014.206091536
4258,-5283845.645514395
4259,-5280869.869602908
4260,-5274924.093600671
4261,-5277675.8982258355
4262,-5280129.957705828
4263,-5278302.467772206
4264,-5282735.690826682
4265,-5286380.864752389
4266,-5282258.16744918
4267,-5281652.439508701
4268,-5284081.745201572
4269,-5282255.920766541
4270,-5282039.833777512
4271,-5272468.963132952
4272,-5275802.54955875
4273,-5269859.610360655
4274,-5279653.779613237
4275,-5270430.378276538
4276,-5268757.725944904
4277,-5273122.835407719
4278,-5272775.298090062
4279,-5264998.237081521
4280,-5274108.198824383
4281,-5267803.637853788
4282,-5278995.501663541
4283,-5271155.808155471
4284,-5277091.436558319
4285,-5270439.079719817
4286,-5272910.25044374
4287,-5274415.50773635
4288,-5270222.283862417
4289,-5266704.011952055
4290,-5271552.683823024
4291,-5266424.75914623
4292,-5264830.2827753015
4293,-5257352.37070034
4294,-5260631.010896944
4295,-5265238.574029511
4296,-5265588.572844073
4297,-5268827.215635894
4298,-5259090.75302656
4299,-5261909.760572262
4300,-5261762.30554416
4301,-5266528.629383799
4302,-5266976.504714747
4303,-5257819.637008912
4304,-5257867.525393705
4305,-5259567.700344915
4306,-5258619.621260009
4307,-5261543.849642295
4308,-5257735.438027076
4309,-5261415.188144736
4310,-5254282.696875118
4311,-5249211.045116358
4312,-5256914.198956644
4313,-5252268.842912836
4314,-5256982.178426887
4315,-5263963.597506206
4316,-5263235.687561548
4317,-5261970.74936767
4318,-5253205.336894721
4319,-5246822.846745178
4320,-5258734.9377721045
4321,-5257836.6767794145
4322,-5256728.429066542
4323,-5255027.377224642
4324,-5252803.745229866
4325,-5257240.894789453
4326,-5249135.945290341
4327,-5248299.252106096
4328,-5246989.003810814
4329,-5252920.971408239
4330,-5253983.280211746
4331,-5247973.206895421
4332,-5244964.982514699
4333,-5250229.677126728
4334,-5244505.405060436
4335,-5249223.6197573105
4336,-5249166.919686949
4337,-5251663.74522335
4338,-5253341.62740956
4339,-5245369.647729585
4340,-5243829.940523328
4341,-5241183.498451355
4342,-5242596.56367316
4343,-5242107.296066913
4344,-5242074.213757003
4345,-5239397.681383495
4346,-5239669.445274903
4347,-5241253.1753932275
4348,-5239830.94977929
4349,-5244281.455988538
4350,-5244337.793984897
4351,-5243617.651031044
4352,-5248286.495756566
4353,-5239548.447479406
4354,-5239399.481149645
4355,-5242027.036858612
4356,-5239075.330211876
4357,-5235719.939780239
4358,-5241663.182990507
4359,-5237533.986022547
4360,-5228568.819087905
