,sigma2,mu,tau2
3136,158.68678290237463,235.81877741941352,343.0057558920376
3137,158.91063128008983,236.14002857223207,561.6633133807832
3138,158.7141337723473,237.18512329059348,513.0561209374736
3139,159.03827645611017,241.8047383672804,396.7937157797927
3140,158.766440642529,238.86143236151355,517.4030103022747
3141,158.84371425524267,229.31851385972976,549.7144856555362
3142,158.76008265434876,235.4641442779077,435.45089041900235
3143,158.99004234519288,240.27433717840955,435.3299609092389
3144,159.05220030913446,235.30167979473515,275.4984014550072
3145,159.28624288109432,236.85985933437573,472.22116181496256
3146,159.17535752795212,233.9791748802748,295.47573656781043
3147,159.17597010021797,237.78006440898926,375.99049111159405
3148,158.76325816094283,233.03815010099305,561.850554932894
3149,159.04952304819963,231.22386214836015,548.4040855019906
3150,159.29174439345283,240.16852397924407,453.1950140322178
3151,159.33670423687323,238.82139489314767,540.2280913545102
3152,159.27573398123482,239.6152735601984,624.5684257297753
3153,159.1152285316117,236.16379258911772,600.8534565105695
3154,159.0844017640687,243.42901141572645,455.04030992496575
3155,159.20172336503987,234.3708572087083,425.0021293577393
3156,159.6984457482442,235.14561638227687,558.8285640379916
3157,159.0861262716493,235.27999892303487,569.6338635606719
3158,159.5730243023727,244.949817450298,394.73681464403626
3159,159.58975271794728,247.15916206738623,386.7782848992228
3160,159.28593799306316,239.6035417459614,345.4625172579027
3161,159.35304737281643,239.98763247515944,444.0089223718597
3162,159.5170265943833,242.78638680156138,545.9034533931075
3163,159.643997345012,236.06238734242396,422.6937729905333
3164,159.90039191773567,241.13210477549214,463.6432353083011
3165,159.55904025765045,230.59903215825724,554.0456091605829
3166,159.78303372073896,235.57831580133364,389.11775865031603
3167,159.55792794056964,234.10502333255738,454.61189860349054
3168,159.61484139536762,239.0785871041676,529.8975999084008
3169,159.5599866610701,234.72951044653942,641.8567327420719
3170,159.6257561833137,241.62690082008987,418.0853364465811
3171,159.77814710192763,241.42095994819738,672.1697475226653
3172,160.0020209853939,242.57924757038265,454.28199126020996
3173,159.60640404567246,238.96566966835292,720.9545429604477
3174,159.89373500102653,243.51270338640268,548.4613135802821
3175,160.05753805680257,238.15825913710668,497.6693783245441
3176,159.9630491508664,235.09402445570657,420.5161073410703
3177,160.10036007780704,240.63061275499487,543.9443203264104
3178,159.59693491716317,239.81853615531384,429.95818617272977
3179,160.1032444421752,239.6758908215258,361.9940266139612
3180,160.1515635223735,234.65342114597857,456.5068740167417
3181,159.87246743978466,233.20639808848975,470.1892774025375
3182,160.25006560028115,236.34733810176516,379.3126260328185
3183,160.18764889751776,244.82621967984804,419.32712757859133
3184,160.31976728949155,240.73329801290237,640.2826980231829
3185,159.93944096771085,239.91582063381477,327.34949061049844
3186,160.317265213924,241.08783337205867,665.5813495770789
3187,160.2423430967076,245.07793082540118,683.8157987824645
3188,160.61975948100357,244.85275975938552,494.8376765024846
3189,160.49589855472044,244.13047856000338,433.989795269441
3190,160.2574539825198,244.29303880266812,596.2302470981459
3191,160.44865627809256,236.56963664638045,566.0945762762145
3192,160.47738533357406,239.4520770260711,452.577086437001
3193,160.56451888658762,234.39517413904466,555.0689314671622
3194,160.33074613419382,240.57750209029783,430.62451778865113
3195,160.5439632375168,236.674060790186,554.6392060185325
3196,160.58477939539097,250.34375963924805,678.8513958144637
3197,160.83648325925847,241.02581027704736,385.815690834131
3198,160.61466902576487,236.2893823117433,542.9627987218736
3199,160.61558002078712,238.73637211602593,429.7003754776748
3200,160.9169924312849,235.4596464831472,376.6281044107724
3201,160.76886716347968,241.06786236316023,414.6456576205197
3202,160.92142678200238,240.48166313131338,548.1263498569929
3203,160.8200190695011,240.5261196966645,418.49079218077435
3204,160.83611659616022,238.4137280134758,505.21039836468856
3205,161.09818502256755,235.40961524219364,334.7089847911295
3206,161.19493202318955,245.04197546621603,337.3841977030064
3207,161.03655443932539,232.85681439387818,429.46308296286213
3208,161.01248776755384,238.65569615373573,537.133856998592
3209,160.87590363746116,241.93607787555433,459.2626928412627
3210,160.74059639222196,235.77490396506627,577.5319432971916
3211,161.06458955400018,244.24530116730023,321.1796717796805
3212,161.37848524245368,238.390270203563,311.45702600435186
3213,161.04385041238194,236.27484215286202,393.2088616846519
3214,161.42673894198595,233.05058142326484,550.1408752952864
3215,160.84377475734848,233.53751613332645,476.5903294024968
3216,161.12517728383838,230.80896061870453,538.2726399193349
3217,161.4089377625674,236.12361954037812,352.65484645796727
3218,161.5863262262615,243.5569866901346,314.1916502798349
3219,161.34781006544574,239.07690573509626,235.41208515395147
3220,161.53345866729435,233.06006081794393,440.84190869846356
3221,161.37730993865654,232.8166321320223,356.8381350595905
3222,161.51754707256381,235.74005797970744,391.5027313020046
3223,161.37345386440694,241.86090937932732,474.35806016710745
3224,161.11440847735503,228.32988888872652,476.12100788761205
3225,161.6338117888651,240.0371598152662,316.9757762219597
3226,161.56980312138677,234.39297687929826,404.04131547910475
3227,161.77756644910576,238.5730940836317,570.8738910014638
3228,161.61670255180877,240.21472110239665,501.7939946572
3229,161.8413718579076,240.99135801055579,486.2117442014383
3230,161.53930135991368,237.26657010547316,408.07939591320013
3231,161.60801894829368,243.61403664293593,541.3520227340331
3232,161.83036232242344,240.97998874596533,248.48479586368518
3233,161.8312831301687,238.86341874687892,440.8360863386122
3234,161.59454148206592,235.75899802359712,416.4178536969219
3235,161.59050543755103,237.98659975958114,677.4572478547367
3236,161.84450149719217,241.80801768265118,333.291862352303
3237,161.9648270704772,240.39152710831374,538.0155710181791
3238,161.82447119082903,238.5910567328909,355.1622761866978
3239,162.12153720525228,236.23768831916527,391.64004124128957
3240,161.85460431130792,232.8854056118126,485.8646589786617
3241,162.03711375059999,240.24115142719637,282.8982462444367
3242,162.1766418655841,236.20683521785756,296.8629016925521
3243,162.28554861635118,240.99357430486356,462.00053614223333
3244,162.07235498339142,241.07293154018504,433.22279165278184
3245,161.90014177158844,242.94770366671992,518.9375950142162
3246,162.21323271404324,238.9925271229238,535.5892974199643
3247,162.4522277604107,239.70903939800905,428.0532393647778
3248,162.03266919490383,237.99502873368337,304.8680013405346
3249,162.31391998736484,239.25287412528007,363.0560651217954
3250,162.3754383076106,236.4508290468419,482.17796683753517
3251,162.18576921587172,238.75859533704804,477.1488078239535
3252,162.53031695569476,232.6130104649633,517.0345391303388
3253,162.4406608233152,235.71121001033342,393.7063272006255
3254,162.1508307349319,234.0737705907452,439.91581162689664
3255,162.58146187569267,239.58334285924653,339.4677156906399
3256,162.31488281705543,234.76094085495563,576.7760101142829
3257,162.37118056861826,241.8523277300614,449.31937891491674
3258,162.5244777861487,238.49015717906863,690.7632377026657
3259,162.71920902220276,240.51432147674163,471.4719522461727
3260,162.555124470151,241.1603256145159,410.3500963446177
3261,162.6464927650038,241.83784193762136,330.1047238183224
3262,162.66401110910013,236.18422703628855,363.40854393457977
3263,162.18110773841332,240.35349186212247,336.52631294642487
3264,163.0719749199907,239.44830125824492,506.692942151228
3265,162.8193027807499,243.086297346011,504.03685849726406
3266,162.54745982795285,240.04677775107317,329.35125568864294
3267,162.87677511020811,241.94558787924558,374.4059343737825
3268,163.04183128191465,240.22776504482732,481.790318419565
3269,163.04571873624982,232.8845379527281,611.4545453143245
3270,163.09213642080985,230.19055941695942,431.3665370200088
3271,162.70382589538013,244.10671202967788,507.4394108897898
3272,163.11524542905266,237.17290073321405,409.76123892407344
3273,163.0363761300382,238.64356562727977,315.73142243994727
3274,163.2464667641642,236.41416234713856,338.1199256058486
3275,163.03641902066445,241.8314791512967,446.1720639390213
3276,163.16108554136935,231.3877506802102,521.7523021191815
3277,163.25519460540642,234.28467060600974,326.32724527305646
3278,163.161565386651,238.7471683724757,290.9703495356086
3279,162.95704121271567,234.50375303869433,513.6925277146701
3280,163.13731244816603,240.65813866768795,505.9405039895865
3281,163.08451149482346,239.71724332971573,502.69348593321
3282,163.05952692339807,236.20688491672902,439.25975259543367
3283,163.42645250153456,240.5834507187849,561.5209930218494
3284,163.3796451939911,242.13028895243784,400.7006078317386
3285,163.1794799273172,241.7910383082099,541.5984542351589
3286,163.37894969073463,241.36798036163916,426.4528146693735
3287,163.58517687281616,236.58895474009353,495.8017335363335
3288,163.47655903760585,239.04812232225314,421.10325714260176
3289,163.1844745138567,240.2921151806105,528.0378639300828
3290,163.44771106287126,236.20120530406214,253.72346762814897
3291,163.6258484480625,238.2965269399203,346.88772718342017
3292,163.62638387486942,238.98506905483094,519.681649358024
3293,163.63374959355303,240.04612493320073,613.6869577948033
3294,163.3566413799957,236.86167950800717,367.41888720694044
3295,163.6807476621673,240.29350937759617,420.9737680676817
3296,163.5611949821983,234.80964552416816,441.8443261909291
3297,163.9953176004116,238.76514320695628,514.729044350152
3298,163.55159791416636,243.4430179865625,255.52904384303446
3299,163.56995454238267,229.89220407920746,456.1697833270846
3300,163.8400047317977,234.59134295137156,614.1852148533156
3301,164.0449948284618,236.91753458571344,379.2314522806116
3302,163.63786908752326,238.30805519135345,550.1944172136443
3303,163.91061666507508,233.66733291553717,384.43318216627205
3304,163.69940240441116,238.53559291746316,301.7072364499754
3305,164.1959090483429,237.81369606132517,460.8828395939007
3306,164.13104601754142,234.0733670492419,580.4789450401361
3307,164.0330028251261,235.52459845033096,445.13119860106264
3308,164.13401704703733,235.11430115383735,312.0358378520161
3309,164.37562162850344,239.98323103061577,494.88184111287086
3310,164.1344934733319,232.29786179627115,465.09513424395345
3311,164.1644344765541,232.58552917788373,507.1009820749674
3312,164.122099395744,242.65352791414946,390.0851755034971
3313,164.53071583151288,238.35153121602872,502.43264865787097
3314,164.4704744900217,241.3459349660507,460.7723282941087
3315,164.15396347307006,233.93684701324295,524.2501436230973
3316,164.0623503282934,248.64603472705556,504.9053866630131
3317,164.32287000541632,239.1655946530753,346.6293438306657
3318,164.4129544340454,239.7065478469104,556.8649600851028
3319,164.55312082826902,242.22764656972646,401.9536133412336
3320,164.07330257233272,246.03790418819594,297.2804072329604
3321,164.74644798674683,239.10267461693945,684.7669841512127
3322,164.60852011291894,238.65015043182805,323.7201804300647
3323,164.2584142079628,237.9065472175765,441.4134137967861
3324,164.51819124673202,245.03236403745743,536.157866424716
3325,164.53820137737776,241.31617634258254,391.01632350228124
3326,164.49217711730952,242.00138952919096,390.6266468038323
3327,164.64211732687917,240.1410689517659,446.15906623226084
3328,164.8737743567689,235.79933432780848,505.2482233588184
3329,164.78851832335505,241.0797907641657,536.8308977862218
3330,164.83270017381602,241.91452532477203,586.1623175620475
3331,164.8152589179692,241.8950510953135,343.987148221612
3332,164.5746490117216,231.26015639464188,393.47229894089656
3333,165.00336422778514,238.85467455165127,321.245509823237
3334,164.9430414415818,232.24762727853633,425.7290825466738
3335,164.87351920198154,237.97748349443188,505.9155906156125
3336,164.98521775584166,246.6815743480682,429.0228026720695
3337,165.3111922911425,237.88196950331408,440.6317917800423
3338,164.98298212078106,234.0193649388626,497.46117588784455
3339,165.06586737536145,241.37787074852724,384.2774594077138
3340,164.73521963226636,246.84401207160505,427.2135097526667
3341,165.20291704597312,238.673792705383,239.6202132750089
3342,165.06011813293875,242.0983759536548,388.0748497305922
3343,165.43900153152865,243.4018166074649,446.6504294476402
3344,165.17099560743503,244.12333529135753,319.24131769497603
3345,165.36174105299455,236.78425131027674,607.5908580022859
3346,165.22733058972824,242.58395580917048,266.8818960318809
3347,165.21381089890627,238.36889977013016,513.8362280831096
3348,165.3293763641362,244.24005200623822,390.22173325458704
3349,165.29395760724168,240.89134459634536,384.3214599712904
3350,165.96127791745633,244.31964956875262,370.8987186396803
3351,165.17693043602588,232.20385690493674,310.122602983535
3352,165.3725368261474,239.3861319708171,381.81954870553665
3353,165.62920265426686,240.71520875249803,378.6631332653482
3354,165.70156273979578,242.5864096113665,498.3182639242392
3355,165.39011023962522,235.47993134702418,321.74259865976495
3356,165.22844529026895,242.91282135424166,455.1378134542101
3357,165.72122409780567,247.54363120738645,770.1583666468416
3358,165.81717540669146,238.02047333894922,364.99352517118416
3359,165.88048229569986,242.97684284505758,381.5027021834362
3360,165.61241770693246,238.35893772447935,388.24196907798853
3361,165.51965765874792,229.71127564646523,390.4454297875714
3362,165.7159226744759,241.23317756719197,370.04675239231653
3363,165.65755437929664,239.79778389603786,471.9179555088226
3364,165.517562985768,231.94736103238463,411.894124440932
3365,166.0231687434865,237.915304853576,345.53640599864343
3366,165.72787216340936,243.26690630306575,406.4899001685572
3367,165.744141412136,241.86622844640766,395.64111151665566
3368,165.74442153504128,235.25678377575727,367.65921148636244
3369,166.44907039000458,239.85881268248758,470.18361377135165
3370,165.6925302888736,235.2654757980183,566.6930981439742
3371,165.89299117727995,242.11237403294444,537.9829902999661
3372,165.8667743203609,238.38563049491486,385.8845502949637
3373,165.80053278714504,238.41773148552812,376.95440403960646
3374,166.2558127795401,241.43034026365524,466.50838332879647
3375,165.92718713266865,236.60986083499517,495.3059267543155
3376,166.00841294344542,241.77991867641416,595.5054469942091
3377,166.30228058689625,235.22680083683775,331.6376346405769
3378,166.3740968499156,241.84650571908242,429.1229018181162
3379,166.25463537365445,236.2165708748655,433.31885022709196
3380,166.19169599932604,238.07714575512716,422.72826071788273
3381,166.33229982945804,237.57263189536872,640.7637421981534
3382,166.53150050635554,234.0629351256219,491.71567489091706
3383,166.4266671956246,238.3941371099439,334.6969801840154
3384,166.27816280486456,239.4911911478671,346.9918614133643
3385,166.44219372327254,235.2873516046007,788.6182926430444
3386,166.809472551178,234.87494449176688,383.17742371942364
3387,166.7058843965156,236.88790226427793,267.0354611477652
3388,166.47752275316844,237.74834014035562,344.13581138701477
3389,166.9078450508522,235.63315116664492,377.5370077398227
3390,166.54115080739123,237.20170046714028,421.24284099870266
3391,166.83111524438036,234.47549089885405,456.8653682189919
3392,166.53687191862,238.1427613808294,304.3711087921824
3393,166.52616429971408,238.01234070900776,436.3565338330638
3394,166.9199236440795,236.65937918906042,548.4184813667305
3395,166.50452643880644,233.68242592045203,285.0032677804697
3396,167.21408371086028,235.9154462761766,546.3010546509048
3397,166.63340480412688,236.24076067757335,337.666928151518
3398,166.9840095979003,234.7741650497022,574.86335355572
3399,166.65346557871786,233.5374615026267,697.2558177053573
3400,167.00217536515223,238.10716819151375,675.3317982942154
3401,166.7603379259794,239.74418693675352,417.2695518155037
3402,167.10436484043075,239.65514195877012,415.4272161441683
3403,166.87304676856775,237.71160577788172,405.00712671150126
3404,166.81554151458278,242.7485620875043,607.4208993835273
3405,167.02882166503056,236.56084520675105,474.33507318410705
3406,167.12380446249756,234.51636467929453,455.29863390754673
3407,167.17920340406383,239.61702607713454,446.37138390278346
3408,166.8816680499232,236.37486720695873,288.05114647626806
3409,167.3215987307184,241.375179358495,346.3148765306799
3410,167.02205161853814,243.58484269028784,540.6335058223651
3411,166.92790733408597,232.07337338043013,454.18446653554645
3412,167.28152869756886,239.22086468031608,291.336120511073
3413,167.2915836481844,231.3294758726799,496.08560308800196
3414,167.25388209514543,240.2651675627143,384.3867786572015
3415,167.14729422520693,239.5638700057257,323.04285285868974
3416,167.16469816714167,229.67858802019506,715.5250622916906
3417,167.4786186085126,243.61679557655228,440.3377837799768
3418,167.47884348935065,229.55140572541563,565.3261364982194
3419,167.57339401497802,240.47740371498008,371.8912855624862
3420,167.47884106570052,236.66377865501664,509.9152055337888
3421,167.3672329427125,242.0007156325209,644.3856925634811
3422,167.5816924544502,232.64086630211116,376.86990059428865
3423,167.76824535545725,241.9689509461224,423.1508520993561
3424,167.79281926921777,233.39774069065754,356.1615834342022
3425,167.64047036996035,236.21997400231018,441.17463458248824
3426,167.80063658517227,240.07191825231627,336.88246622381627
3427,167.60109799664139,240.36393957420657,351.16951510238977
3428,167.91658714357496,236.66812780248978,276.31896895911046
3429,167.82747303457913,240.81232540885216,555.0096086354291
3430,167.78272577047153,233.63494080991785,424.8047088583315
3431,167.7910542637309,240.1202583433696,259.42642897224863
3432,167.83738327957974,239.6813818154795,448.9155364923252
3433,167.84162872480093,246.28827411225012,688.1008659269753
3434,167.7612536107094,249.46551086912393,775.8981422439459
3435,168.33507305771462,235.41145164758882,486.60642376318435
3436,167.90603984412104,242.01410974972964,388.28015956673397
3437,168.29939375385692,234.86077100231608,394.04055646016997
3438,168.10909923554854,240.1227950331789,351.5222097134009
3439,168.24583124241718,233.53838493792279,356.3950985778743
3440,168.04212198427734,241.6837838817614,330.3858385587613
3441,168.14857343404861,236.28123988972334,541.2509401813129
3442,168.12784790310832,236.04934284915583,351.83717482699143
3443,168.13927473002485,241.4987938371556,569.0772204375006
3444,168.3793312162977,239.3841957548385,655.8946139938496
3445,168.35252394435048,238.16860422968725,755.7944708454428
3446,168.21764151383235,237.5505499175394,530.3805072934096
3447,168.55288476046528,243.70663196750948,418.9407503382664
3448,168.16866532678492,236.78847352652957,406.0600385190603
3449,168.83067299351814,242.13213760049368,450.4949217416915
3450,168.29751186155192,238.82239207126034,354.827256648987
3451,168.5696758774378,241.64781092989412,412.2468305039636
3452,168.35816028463574,238.10167377624455,459.76701204423824
3453,168.41618543140976,242.68478258167772,467.88899488734364
3454,168.4434607137496,237.0133261256582,660.4993242438215
3455,168.87819569341838,241.26219008194622,676.1729363562057
3456,169.07367926894585,240.80753718417614,842.3211883753831
3457,168.3152998411029,236.82507550114238,517.0976500287654
3458,168.54658429472792,241.50328569203018,468.50352547753005
3459,169.12916360464382,240.99634856983846,565.2042375780035
3460,168.63026704412638,236.91651215947113,448.02053832076416
3461,168.78681009260987,241.42912795804673,426.2453788144285
3462,168.83284938650527,236.6594842087594,395.20760517059335
3463,169.03936684489162,230.43217196088702,503.9982787323712
3464,168.7750437534323,240.75443248555575,496.8097700156072
3465,168.8998872552486,237.5221518692648,407.57424817917484
3466,168.9236325380551,238.081264924002,507.93617510994784
3467,169.1000172765329,243.89964867109543,550.1846013531366
3468,168.90192362829274,240.7152877140045,399.3712464162903
3469,168.99888045290135,236.83099100862017,304.2259383353084
3470,168.5800624256376,237.75304757301782,466.35845907227014
3471,169.04044816097712,234.45144941505112,375.48472845231504
3472,168.68727897428704,236.5726972401329,434.52771369786564
3473,169.03628398477318,247.77752033308127,682.9144757987616
3474,169.24416910943745,234.72895424606386,359.2052381591464
3475,169.33968601211222,240.6102034780674,969.9735434933522
3476,169.15360437452776,241.6280911620482,432.17385943871983
3477,169.33554962438657,237.40535861433085,346.81107108262034
3478,169.5387941842509,242.57860613612664,611.2714559656774
3479,169.38738782328522,244.50873028796428,635.4955924465072
3480,169.2871748850987,232.77187570481152,434.1325002179937
3481,169.61981575195787,235.26660859327316,594.442510224673
3482,169.12840019043853,240.7119063146178,334.1757353306619
3483,169.845431577871,243.69329004881865,825.2751122083363
3484,169.7724873613328,240.70558085621167,454.51743612031265
3485,169.31204550163415,239.6871770570296,497.77498814716853
3486,169.70485830064388,231.51173120558823,509.5594782846661
3487,169.44932388954328,241.34024577664627,351.9731545396363
3488,169.9159458348078,244.23012271631217,509.2783139350655
3489,169.81837840588486,235.97573806243452,462.65856643391027
3490,169.7661078861063,236.71811784910759,551.6818076158349
3491,169.7998946176801,233.9849107739211,421.54917963168657
3492,169.64947391048403,238.17946159322096,559.7172754621323
3493,169.6841209051645,239.30189350459352,586.9445626660103
3494,169.80495270218816,239.11114609401287,298.56294814944476
3495,169.8513412437611,242.00180731262364,438.56804706719805
3496,169.8874217817954,238.03758644753188,442.5811948711893
3497,170.166149914178,239.3111145284832,341.42663075495796
3498,170.15158790463724,235.04848092048474,418.8576196237444
3499,170.03847637995202,240.3792519204618,364.3982322012652
3500,170.420482232704,239.55922519431067,454.05780223624333
3501,169.81679382345112,238.2223856543746,501.712500484784
3502,170.35742092203213,234.50035141887386,439.1580121266719
3503,169.9301638782357,235.1022206913477,479.8730453928833
3504,170.07139747068433,241.27304053352995,648.208279655508
3505,170.28260291687158,231.22105690785037,307.36648700420795
3506,170.57148555208784,236.66679134198424,367.0674951138142
3507,170.26330597204526,245.32760450609285,452.2457121038582
3508,170.17783545731126,235.56816947455715,369.4438074848988
3509,170.39331849506365,237.5087989916265,473.20024892963954
3510,170.33001003722316,234.8202119084885,448.7290932155576
3511,170.1795870781146,242.03569398317094,337.2176962414973
3512,170.12445187770484,236.36546053185984,411.68814095043786
3513,170.4325146640447,232.93803061557776,452.87634176787014
3514,170.50009705186392,241.45697846102956,343.78550774184765
3515,170.38136461771492,242.86008541069782,700.8079170087709
3516,170.23182818381892,241.04433875284138,613.8512472215814
3517,170.43386795515374,250.61690309816382,643.5447558166793
3518,170.4532801782359,239.49538421742508,309.9317090161776
3519,170.5469953407302,236.03490131252406,456.3110860573207
3520,170.98552835129962,235.82214729401247,372.69083362605494
3521,170.57688281048752,233.38598048411959,331.93933356458217
3522,170.64579969644888,240.63941004926093,443.948338014517
3523,170.61187977117868,234.24061524761424,308.4941056254151
3524,170.82528564844088,240.55581571416076,472.0043541716044
3525,170.81906664746865,241.69159451467766,437.0878799821471
3526,170.58431959080656,235.48224069029922,714.4749710629465
3527,170.9091411280071,231.8702254117862,609.5742046221017
3528,171.0556426891703,236.4275076176235,471.53280484357464
3529,170.75932617100244,240.55431266756827,516.3859334052084
3530,170.85552226500346,244.98299231498981,680.749866711577
3531,170.7785981788287,245.3237674722852,516.0199654338608
3532,170.93870242169118,240.00007564280008,1024.9194390819764
3533,170.85974375561338,237.31400226444384,323.2211605188278
3534,170.71727474538932,241.8934858250115,333.9143658898798
3535,171.04667554844113,236.9683441429499,376.76769165341125
3536,171.1206906867041,243.21309574410878,390.8219098315228
3537,171.11211117916247,238.24639451711923,334.374012095186
3538,170.90486751453423,234.06741650819794,468.95638177214863
3539,171.12140045804995,238.4670580806719,686.3287710856721
3540,171.4884927319359,240.2511514914388,473.9632441143519
3541,170.78924396708308,245.4152272594029,532.2519915682343
3542,171.2168404886056,240.5547668966175,327.09474961172873
3543,171.03766588853483,236.20138889201345,558.6619403974455
3544,171.35140083033434,242.56745579214305,410.24544583083696
3545,171.23510312487602,237.07136140475956,354.93677687985956
3546,171.6906772259896,236.71107218453048,465.3153069606745
3547,171.39500538794047,235.0937965099529,409.43807437775325
3548,171.58600319683777,237.08552109502776,377.47493517560895
3549,171.33231460269027,236.43978250266326,341.02792593504523
3550,171.49323761897264,236.65900038979214,346.77152183160433
3551,171.38375627865284,237.3037724607071,370.8378093604829
3552,171.61197467080603,237.24312471286132,497.419934716976
3553,171.85576532402368,239.46782552754203,410.44398859731376
3554,171.67434371128886,237.65424430963773,317.73661141611996
3555,171.93147068316375,235.91313960586427,452.49697537698336
3556,171.86426061503198,242.81514773133304,519.8462070133804
3557,171.99440635094982,239.41587516691035,567.9893752654244
3558,171.7343026569447,237.0011051384195,464.37941480769257
3559,171.86470200362015,234.69854431464682,478.0383385250819
3560,171.90191705482562,241.04522007151948,446.13961672844016
3561,171.92106532446783,237.87306869690187,410.60710184962755
3562,171.88552374593573,235.2899200161634,591.0522814088091
3563,171.94327705628723,237.32915344349658,423.18437160676825
3564,171.788707400286,236.96967518349686,489.2170536700713
3565,172.03336442069275,238.35194409451287,405.81409256175095
3566,172.12851784439326,239.53214610721685,305.7979088445215
3567,171.95090099946566,237.2535841611341,492.23643094295716
3568,172.2918828309537,244.86344203440123,414.53479892829176
3569,172.01315355949825,235.0481967141838,634.0909045408621
3570,172.333003339304,231.23955867295595,663.9609540573748
3571,172.2666645109527,242.93855090183067,443.0528075124783
3572,172.1306391350423,233.2307067546798,618.6159210299072
3573,172.17433831057537,244.6072366636874,481.9760881728594
3574,171.92347201215856,241.68507387124578,346.6667372480153
3575,172.57244406110175,238.0517100540835,515.3686473954342
3576,172.27126311462703,239.79389669707624,392.7475175164185
3577,172.2363426259756,244.19836063674413,515.0832600751974
3578,172.16609864270845,234.59233877843394,361.27241186625577
3579,172.45680649430608,239.72230552730753,557.845306683054
3580,172.43463751305842,239.28547630798653,416.24967026630566
3581,172.51061250833934,240.52440192920668,314.33777914488263
3582,172.61015076970318,235.98202834230034,389.0963475723994
3583,172.33909918026234,234.61492835550837,395.19960133140387
3584,172.51247851134974,228.76870240429625,392.6533411046623
3585,172.46552598187168,242.8910508472001,440.54733582669604
3586,172.0735375745517,244.44970477402637,262.3894665293445
3587,172.76030908599176,233.8815127990487,330.6890426274521
3588,172.61433752234737,237.6342121489944,514.1179613646178
3589,172.7350835273188,239.20651206537283,375.06300156048735
3590,172.6458559967157,238.79330447150454,355.7688704384311
3591,172.78484342856925,234.73921928259605,357.9040748391141
3592,172.93955984465074,235.74549113071,331.33465633094977
3593,172.8734751503849,241.08793763497673,396.89568977205926
3594,173.0525145153443,245.26479459676935,641.7682787941512
3595,172.71443484774144,240.6057004958548,432.2029013839901
3596,173.31743059666735,239.77980455794136,272.7136817509792
3597,172.92073977660615,249.24448183640138,612.3091887801445
3598,172.78112920169826,237.6107742368177,399.6640854312739
3599,172.6850247914174,244.98406088428868,683.821692566995
3600,172.93509354239632,236.6482045572017,456.6551032751337
3601,173.06891288435068,237.8825644969061,429.3172027134522
3602,173.10727942062732,236.8397581786767,415.8339149229836
3603,173.07783945373183,246.94047143615987,462.577978874822
3604,173.31922359870606,239.25507635890114,489.355713339001
3605,173.3192207150104,243.9638236287523,314.45929721641073
3606,173.13066509218862,239.16228747285984,482.35989896182394
3607,173.33666450452674,242.7251960932306,368.2992872993671
3608,173.56900916942712,232.26149062644618,437.5059762157416
3609,172.96740751844462,250.23397212570703,586.4051432077124
3610,173.19192827091956,234.58793083729262,477.69410451093154
3611,173.17531761919122,237.9682287408656,360.78888332105805
3612,173.5522730018121,238.72928888931537,453.57574210138114
3613,173.23014801893416,243.0246207007863,622.9151956837375
3614,173.78860573736563,239.09487495961477,272.26574634816
3615,173.37364422335895,241.5331623945661,416.30074699825315
3616,173.2107195982893,246.09738157199487,315.0780167394235
3617,173.23498303566984,237.3524763934568,440.95822664682834
3618,173.76526828391536,241.09965803906314,418.5923068414872
3619,173.75459343839097,244.03210040027204,539.8420937112786
3620,173.87457072773645,237.81478410388962,258.18039320652616
3621,173.7893669748309,244.4379861829173,356.69630451262566
3622,173.54436677082788,236.98135985378858,357.3431777380576
3623,173.7734616644456,236.80185269457664,402.25803092963605
3624,174.06191302237335,245.74723308947733,434.6326317808123
3625,173.62166032750127,241.80179163664334,282.7477502781427
3626,173.88924405598914,239.1307475912881,400.9719253511795
3627,174.1067567302341,234.84713788674077,322.0068650743105
3628,173.72424187326922,239.53764554230028,619.695019383102
3629,174.22981059943777,239.66320438653898,474.90267783869746
3630,173.77745279520175,234.8020534640384,408.38956984460265
3631,173.78652185860665,239.91639240464522,426.72808283280744
3632,173.5476250592081,240.2291056782489,354.3636172656541
3633,173.95917788935276,233.3054347664684,567.5320686094715
3634,174.00598915955203,235.2082113396287,412.6807539603949
3635,174.0359764704639,234.8747970772324,475.6054995594926
3636,173.9576313283424,236.420131480498,636.4773062857537
3637,173.9254558959691,229.72793528028055,493.51568997473436
3638,173.43665712096163,236.75634240562064,503.92710562847657
3639,174.07704811201663,243.01619739802157,340.92649498466136
3640,174.25728690116358,237.27163009245078,685.3881964517515
3641,174.00349595242574,241.4313134144979,372.7802354316263
3642,174.14113789957415,243.06861733723795,561.5911510400887
3643,174.11304729678614,238.75526019281736,395.5671997289356
3644,174.44288010471357,238.77025107257492,491.38362602452
3645,174.37710694173109,241.880320619879,521.447667311326
3646,174.40614327770425,235.81540629085205,272.9929150808344
3647,174.21765713075266,233.71475957527946,456.96886018513
3648,174.2610991382553,239.5431426721464,475.52566507849144
3649,174.3701236132935,241.00909175944682,361.9760345642897
3650,174.75752031117003,237.77455285030373,322.2061064693433
3651,174.35202140542586,239.85389535823012,384.11253296417044
3652,174.42301185920533,233.19010700300296,360.46567572774785
3653,174.44443248677126,243.68896562837097,683.3411182871915
3654,174.68924382853496,236.12323399229416,421.3249994107069
3655,174.54720562386552,241.24322354509107,468.3512383511277
