CNS,COD_MCPIO,MCPIO
68.89,13430,Magangué
70.66,13433,Mahates
69.12,13440,Margarita
70.94,13442,María la Baja
66.97,13458,Montecristo
70.64,13468,Mompós
63.55,13473,Morales
62.61,13490,Norosi
65.87,13549,Pinillos
70.11,13580,Regidor
66.0,13600,Río Viejo
66.67,13620,San Cristóbal
84.2,13647,San Estanislao
63.73,13650,San Fernando
73.8,13654,San Jacinto
65.19,13655,San Jacinto del Cauca
73.49,13657,San Juan Nepomuceno
67.22,13667,San Martín de Loba
70.05,13670,San Pablo
70.88,13673,Santa Catalina
73.19,13683,Santa Rosa
69.18,13688,Santa Rosa del Sur
70.73,13744,Simití
72.34,13760,Soplaviento
68.99,13780,Talaigua Nuevo
66.32,13810,Tiquisio
74.67,13836,Turbaco
80.77,13838,Turbaná
66.73,13873,Villanueva
62.08,13894,Zambrano
74.77,15001,Tunja
70.0,15022,Almeida
71.13,15047,Aquitania
68.32,15051,Arcabuco
73.06,15087,Belén
76.52,15090,Berbeo
58.22,15092,Betéitiva
66.07,15097,Boavita
87.38,15104,Boyacá
78.72,15106,Briceño
71.26,15109,Buenavista
77.06,15131,Caldas
71.11,15135,Campohermoso
76.39,15162,Cerinza
69.68,15172,Chinavita
75.81,15176,Chiquinquirá
79.93,15180,Chiscas
61.93,15183,Chita
81.57,15185,Chitaraque
71.12,15187,Chivatá
67.82,15189,Ciénega
57.27,15204,Cómbita
75.21,15212,Coper
81.44,15215,Corrales
72.25,15218,Covarachía
64.19,15223,Cubará
79.28,15224,Cucaita
78.46,15226,Cuítiva
88.79,15232,Chíquiza
84.09,15236,Chivor
75.93,15238,Duitama
81.31,15244,El Cocuy
72.49,15248,El Espino
84.06,15272,Firavitoba
64.52,15276,Floresta
72.83,15293,Gachantivá
74.85,15296,Gameza
77.55,15299,Garagoa
77.14,15317,Guacamayas
83.05,15322,Guateque
73.16,15325,Guayatá
63.93,15332,Güicán
80.65,15362,Iza
76.94,15367,Jenesano
66.79,15368,Jericó
63.29,15377,Labranzagrande
77.36,15401,La Victoria
76.21,15403,La Uvita
76.19,15407,Villa de Leyva
75.77,15425,Macanal
70.51,15442,Maripí
63.21,15455,Miraflores
71.43,15464,Mongua
66.13,15466,Monguí
70.22,15469,Moniquirá
76.25,15476,Motavita
70.84,15480,Muzo
81.6,15491,Nobsa
83.97,15798,Tenza
87.11,15494,Nuevo Colón
81.82,15500,Oicatá
69.98,15507,Otanche
72.19,15511,Pachavita
69.4,15514,Páez
78.14,15516,Paipa
65.38,15518,Pajarito
62.03,15522,Panqueba
75.71,15531,Pauna
67.14,15533,Paya
59.16,15537,Paz de Río
76.86,15542,Pesca
61.06,15550,Pisba
65.85,15572,Puerto Boyacá
75.05,15580,Quípama
76.71,15599,Ramiriquí
84.49,15600,Ráquira
72.37,15621,Rondón
76.21,15632,Saboyá
71.6,15638,Sáchica
80.27,15646,Samacá
58.58,15660,San Eduardo
69.6,15664,San José de Pare
71.4,15667,San Luis de Gaceno
74.06,15673,San Mateo
74.81,15676,San Miguel de Sema
72.39,15681,San Pablo de Borbur
77.69,15686,Santana
71.56,15690,Santa María
68.49,15693,Santa Rosa de Viterbo
67.81,15696,Santa Sofía
82.17,15720,Sativanorte
78.9,15723,Sativasur
79.55,15740,Siachoque
81.57,15753,Soatá
68.62,15755,Socotá
64.95,15757,Socha
70.38,15759,Sogamoso
79.47,15761,Somondoco
82.2,15762,Sora
74.73,15763,Sotaquirá
74.39,15764,Soracá
74.37,15774,Susacón
78.62,15776,Sutamarchán
69.85,15778,Sutatenza
59.63,15790,Tasco
81.5,15804,Tibaná
79.36,15806,Tibasosa
72.59,15808,Tinjacá
77.74,15810,Tipacoque
81.33,15814,Toca
79.06,15816,Togüí
66.22,15820,Tópaga
75.51,15822,Tota
72.36,15832,Tununguá
78.95,15835,Turmequé
78.98,15837,Tuta
76.76,15839,Tutazá
85.59,15842,Umbita
45.94,15861,Ventaquemada
80.44,15879,Viracachá
76.7,15897,Zetaquira
72.99,17001,Manizales
71.21,17013,Aguadas
67.74,17042,Anserma
71.12,17050,Aranzazu
63.96,17088,Belalcázar
73.0,17174,Chinchiná
73.6,17272,Filadelfia
68.65,17380,La Dorada
61.0,17388,La Merced
68.63,17433,Manzanares
72.57,17442,Marmato
67.48,17444,Marquetalia
73.65,17446,Marulanda
69.97,17486,Neira
73.83,17495,Norcasia
73.55,17513,Pácora
66.48,17524,Palestina
67.22,17541,Pensilvania
73.48,17614,Riosucio
23.08,94887,Pana Pana
59.08,17616,Risaralda
60.55,17653,Salamina
68.31,17662,Samaná
67.22,17665,San José
66.92,17777,Supía
64.64,17867,Victoria
76.66,17873,Villamaría
74.23,17877,Viterbo
67.9,18001,Florencia
79.31,18029,Albania
68.03,18094,Belén de los Andaquies
61.41,18150,Cartagena del Chairá
56.03,18205,Curillo
62.76,18247,El Doncello
61.32,18256,El Paujil
58.2,18410,La Montañita
65.19,18460,Milán
63.58,18479,Morelia
63.64,18592,Puerto Rico
59.87,18610,San José del Fragua
62.74,18753,San Vicente del Caguán
58.78,18756,Solano
61.59,18785,Solita
65.63,18860,Valparaíso
67.7,19001,Popayán
51.7,19022,Almaguer
49.75,19050,Argelia
57.94,19075,Balboa
33.11,19100,Bolívar
54.57,19110,Buenos Aires
69.16,19130,Cajibío
67.21,19137,Caldono
51.49,19142,Caloto
71.03,19212,Corinto
55.46,19256,El Tambo
66.75,19290,Florencia
53.19,19300,Guachene
31.11,19318,Guapi
73.36,19355,Inzá
71.31,19364,Jambaló
47.46,19392,La Sierra
45.86,19397,La Vega
47.76,19418,López
49.33,19450,Mercaderes
62.35,19455,Miranda
66.51,19473,Morales
35.46,19513,Padilla
63.97,19517,Paez
44.56,19532,Patía
60.82,19533,Piamonte
66.71,19548,Piendamó
57.87,19573,Puerto Tejada
64.41,19585,Puracé
58.87,19622,Rosas
70.66,19693,San Sebastián
68.83,19698,Santander de Quilichao
58.57,19701,Santa Rosa
64.78,19743,Silvia
63.51,19760,Sotara
65.9,19780,Suárez
64.61,19785,Sucre
60.27,19807,Timbío
45.53,19809,Timbiquí
67.64,19821,Toribio
72.83,19824,Totoró
50.58,19845,Villa Rica
74.92,20001,Valledupar
69.22,20011,Aguachica
59.9,20013,Agustín Codazzi
58.25,20032,Astrea
65.5,20045,Becerril
66.8,20060,Bosconia
66.38,20175,Chimichagua
62.9,20178,Chiriguaná
72.04,20228,Curumaní
67.65,20238,El Copey
68.55,20250,El Paso
67.35,20295,Gamarra
71.72,20310,González
73.31,20383,La Gloria
64.6,20400,La Jagua de Ibirico
65.67,20443,Manaure
70.92,20517,Pailitas
66.0,20550,Pelaya
57.53,20570,Pueblo Bello
75.87,20614,Río de Oro
65.06,20621,La Paz
69.58,20710,San Alberto
64.74,20750,San Diego
71.63,20770,San Martín
68.48,20787,Tamalameque
67.52,23001,Montería
56.65,23068,Ayapel
61.36,23079,Buenavista
64.66,23090,Canalete
70.1,23162,Cereté
80.04,23168,Chimá
61.12,23182,Chinú
66.18,23189,Ciénaga de Oro
74.48,23300,Cotorra
62.58,23350,La Apartada
58.56,23417,Lorica
63.32,23419,Los Córdobas
58.94,23464,Momil
65.56,23466,Montelíbano
65.84,23500,Moñitos
68.33,23555,Planeta Rica
54.89,23570,Pueblo Nuevo
59.25,23574,Puerto Escondido
61.65,23580,Puerto Libertador
59.4,23586,Purísima
58.12,23660,Sahagún
68.62,23670,San Andrés Sotavento
67.8,23672,San Antero
63.96,23675,San Bernardo del Viento
67.75,23678,San Carlos
57.72,23682,San José de Uré
71.47,23686,San Pelayo
63.77,23807,Tierralta
68.84,23815,Tuchín
72.63,23855,Valencia
68.27,25001,Agua de Dios
55.67,25019,Albán
70.01,25035,Anapoima
71.07,25040,Anolaima
70.07,25053,Arbeláez
61.19,25086,Beltrán
73.51,25095,Bituima
67.36,25099,Bojacá
60.71,25120,Cabrera
71.08,25123,Cachipay
74.36,25126,Cajicá
76.19,25148,Caparrapí
73.29,25151,Caqueza
78.78,25154,Carmen de Carupa
70.23,25168,Chaguaní
75.48,25175,Chía
73.15,25178,Chipaque
75.41,25181,Choachí
76.46,25183,Chocontá
77.56,25200,Cogua
81.29,25214,Cota
73.24,25224,Cucunubá
66.4,25245,El Colegio
67.18,25258,El Peñón
71.84,25260,El Rosal
76.6,25269,Facatativá
77.02,25279,Fomeque
64.84,25281,Fosca
78.57,25286,Funza
79.97,25288,Fúquene
73.6,25290,Fusagasugá
67.71,25293,Gachala
69.27,25295,Gachancipá
75.23,25297,Gachetá
79.8,25299,Gama
75.92,25307,Girardot
66.35,25312,Granada
74.84,25317,Guachetá
74.33,25320,Guaduas
71.13,25322,Guasca
56.47,25324,Guataquí
72.17,25326,Guatavita
65.41,25328,Guayabal de Siquima
66.39,25335,Guayabetal
67.7,25339,Gutiérrez
61.03,25368,Jerusalén
71.8,25372,Junín
79.9,25377,La Calera
72.86,25386,La Mesa
66.38,25394,La Palma
74.22,25398,La Peña
69.72,25402,La Vega
77.14,25407,Lenguazaque
76.03,25426,Macheta
76.95,25430,Madrid
76.53,25436,Manta
66.62,25438,Medina
78.37,25473,Mosquera
72.63,25483,Nariño
72.65,25486,Nemocón
74.04,25488,Nilo
65.78,25489,Nimaima
79.28,25491,Nocaima
70.2,25506,Venecia
71.28,25513,Pacho
44.44,94888,Morichal
64.98,25518,Paime
60.06,25524,Pandi
68.43,25530,Paratebueno
73.6,25535,Pasca
70.73,25572,Puerto Salgar
68.75,25580,Pulí
81.35,25592,Quebradanegra
72.19,25594,Quetame
65.12,25596,Quipile
72.24,25599,Apulo
73.07,25612,Ricaurte
69.16,25645,San Antonio del Tequendama
70.95,25649,San Bernardo
69.74,25653,San Cayetano
66.9,25658,San Francisco
64.56,25662,San Juan de Río Seco
62.64,25718,Sasaima
69.38,25736,Sesquilé
75.63,25740,Sibaté
72.39,25743,Silvania
78.23,25745,Simijaca
77.17,25754,Soacha
71.87,25758,Sopó
75.89,25769,Subachoque
75.84,25772,Suesca
71.53,25777,Supatá
77.32,25779,Susa
69.64,25781,Sutatausa
77.47,25785,Tabio
85.51,25793,Tausa
67.63,25797,Tena
77.53,25799,Tenjo
58.37,25805,Tibacuy
76.88,25807,Tibirita
61.95,25815,Tocaima
68.62,25817,Tocancipá
69.54,25823,Topaipí
74.65,25839,Ubalá
88.34,25841,Ubaque
75.34,25843,Villa de San Diego de Ubate
80.88,25845,Une
65.99,25851,Útica
77.04,25862,Vergara
68.87,25867,Vianí
76.0,25871,Villagómez
76.15,25873,Villapinzón
68.67,25875,Villeta
68.82,25878,Viotá
62.56,25885,Yacopí
70.82,25898,Zipacón
75.21,25899,Zipaquirá
68.49,27001,Quibdó
57.94,27006,Acandí
32.06,27025,Alto Baudo
56.55,27050,Atrato
41.31,27073,Bagadó
51.48,27075,Bahía Solano
40.62,27077,Bajo Baudó
34.44,27099,Bojaya
50.83,27135,El Cantón del San Pablo
42.65,27150,Carmen del Darien
63.12,27160,Cértegui
66.64,27205,Condoto
46.92,27245,El Carmen de Atrato
39.49,27250,El Litoral del San Juan
59.15,27361,Istmina
41.81,27372,Juradó
47.49,27413,Lloró
24.29,27425,Medio Atrato
32.83,27430,Medio Baudó
47.45,27450,Medio San Juan
48.75,27491,Nóvita
43.74,27495,Nuquí
59.64,27580,Río Iro
32.92,27600,Río Quito
49.42,27615,Riosucio
58.16,27660,San José del Palmar
31.39,27745,Sipí
58.57,27787,Tadó
50.25,27800,Unguía
45.73,27810,Unión Panamericana
70.06,41001,Neiva
70.33,41006,Acevedo
65.4,41013,Agrado
71.39,41016,Aipe
71.15,41020,Algeciras
76.45,41026,Altamira
73.73,41078,Baraya
71.73,41132,Campoalegre
73.08,41206,Colombia
85.91,41244,Elías
72.93,41298,Garzón
72.91,41306,Gigante
70.05,41319,Guadalupe
72.74,41349,Hobo
69.62,41357,Iquira
76.45,41359,Isnos
73.33,41378,La Argentina
75.56,41396,La Plata
70.92,41483,Nátaga
86.22,41503,Oporapa
67.28,41518,Paicol
76.86,41524,Palermo
72.93,41530,Palestina
80.34,41548,Pital
64.87,41551,Pitalito
74.8,41615,Rivera
73.9,41660,Saladoblanco
74.77,41668,San Agustín
75.32,41676,Santa María
67.47,41770,Suaza
75.6,41791,Tarqui
77.83,41797,Tesalia
74.38,41799,Tello
78.08,41801,Teruel
75.15,41807,Timaná
65.79,41872,Villavieja
66.23,44001,Riohacha
60.4,44035,Albania
69.37,44078,Barrancas
66.74,44090,Dibulla
68.33,44098,Distracción
66.83,44110,El Molino
74.57,44279,Fonseca
68.85,44378,Hatonuevo
76.92,44420,La Jagua del Pilar
62.2,44430,Maicao
47.6,44560,Manaure
72.44,44650,San Juan del Cesar
46.44,44847,Uribia
73.81,44855,Urumita
72.47,44874,Villanueva
70.72,47001,Santa Marta
61.94,47030,Algarrobo
68.17,47053,Aracataca
66.86,47058,Ariguaní
77.53,47161,Cerro San Antonio
65.1,47170,Chibolo
69.82,47189,Ciénaga
68.53,47205,Concordia
65.83,47245,El Banco
75.86,47258,El Piñon
71.89,47268,El Retén
69.92,47288,Fundación
72.15,47318,Guamal
65.98,47460,Nueva Granada
74.38,47541,Pedraza
63.09,47545,Pijiño del Carmen
71.76,47551,Pivijay
65.69,47555,Plato
68.99,47570,Puebloviejo
77.52,47605,Remolino
55.08,47660,Sabanas de San Angel
68.54,47675,Salamina
65.98,47692,San Sebastián de Buenavista
60.13,47703,San Zenón
72.5,47707,Santa Ana
66.27,47720,Santa Bárbara de Pinto
64.06,47745,Sitionuevo
59.44,47798,Tenerife
71.0,47960,Zapayán
58.52,47980,Zona Bananera
64.75,52540,Policarpa
73.27,50001,Villavicencio
72.78,50006,Acacías
70.72,50110,Barranca de Upía
71.88,50124,Cabuyaro
65.09,50150,Castilla la Nueva
77.03,50223,Cubarral
75.94,50226,Cumaral
75.73,50245,El Calvario
70.62,50251,El Castillo
78.17,50270,El Dorado
75.19,50287,Fuente de Oro
70.92,50313,Granada
74.28,50318,Guamal
58.58,50325,Mapiripán
66.11,50330,Mesetas
75.53,50350,La Macarena
65.74,50370,Uribe
70.92,50400,Lejanías
70.32,50450,Puerto Concordia
65.53,50568,Puerto Gaitán
70.42,50573,Puerto López
71.39,50577,Puerto Lleras
64.3,50590,Puerto Rico
76.05,50606,Restrepo
72.27,50680,San Carlos de Guaroa
70.63,50683,San Juan de Arama
79.55,50686,San Juanito
77.25,50689,San Martín
71.29,50711,Vistahermosa
71.54,52001,Pasto
75.31,52019,Albán
78.82,52022,Aldana
69.7,52036,Ancuyá
68.88,52051,Arboleda
42.81,52079,Barbacoas
74.47,52083,Belén
70.39,52110,Buesaco
72.23,52203,Colón
73.95,52207,Consaca
79.3,52210,Contadero
77.07,52215,Córdoba
79.95,52224,Cuaspud
74.12,52227,Cumbal
68.84,52233,Cumbitara
74.33,52240,Chachagüí
42.83,52250,El Charco
73.14,52254,El Peñol
72.91,52256,El Rosario
71.82,52258,El Tablón de Gómez
70.18,52260,El Tambo
82.49,52287,Funes
78.22,52317,Guachucal
71.15,52320,Guaitarilla
80.56,52323,Gualmatán
79.93,52352,Iles
81.28,52354,Imués
70.5,52356,Ipiales
64.99,52378,La Cruz
73.03,52381,La Florida
71.71,52385,La Llanada
49.53,52390,La Tola
70.97,52399,La Unión
69.53,52405,Leiva
70.89,52411,Linares
67.33,52418,Los Andes
43.33,52427,Magüi
64.64,52435,Mallama
44.6,52473,Mosquera
69.26,52480,Nariño
39.36,52490,Olaya Herrera
74.68,52506,Ospina
44.86,52520,Francisco Pizarro
71.65,52560,Potosí
71.7,52565,Providencia
77.8,52573,Puerres
77.55,52585,Pupiales
52.66,52612,Ricaurte
36.46,52621,Roberto Payán
68.73,52678,Samaniego
71.22,52683,Sandoná
70.06,52685,San Bernardo
73.13,52687,San Lorenzo
68.24,52693,San Pablo
75.49,52694,San Pedro de Cartago
45.11,52696,Santa Bárbara
54.96,52699,Santacruz
75.2,52720,Sapuyes
71.19,52786,Taminango
76.5,52788,Tangua
50.51,52835,San Andres de Tumaco
64.86,52838,Túquerres
74.39,52885,Yacuanquer
75.75,54001,Cúcuta
53.22,54003,Abrego
62.83,54051,Arboledas
70.73,54099,Bochalema
71.69,54109,Bucarasica
61.69,54125,Cácota
73.49,54128,Cachirá
69.06,54172,Chinácota
67.55,54174,Chitagá
71.74,54206,Convención
69.67,54223,Cucutilla
70.88,54239,Durania
33.5,54245,El Carmen
61.49,54250,El Tarra
72.21,54261,El Zulia
74.02,54313,Gramalote
69.03,54344,Hacarí
69.48,54347,Herrán
71.79,54377,Labateca
67.53,54385,La Esperanza
72.37,54398,La Playa
71.66,25524,Pandi
74.49,54405,Los Patios
57.92,54418,Lourdes
73.15,54480,Mutiscua
69.19,54498,Ocaña
69.06,54518,Pamplona
69.83,54520,Pamplonita
76.09,54553,Puerto Santander
65.76,54599,Ragonvalia
70.32,54660,Salazar
30.71,54670,San Calixto
71.92,54673,San Cayetano
78.47,54680,Santiago
64.66,54720,Sardinata
65.76,54743,Silos
49.66,54800,Teorama
62.79,54810,Tibú
77.87,54820,Toledo
69.15,54871,Villa Caro
69.78,54874,Villa del Rosario
70.87,63001,Armenia
65.55,63111,Buenavista
70.64,63130,Calarca
73.76,63190,Circasia
64.92,63212,Córdoba
68.45,63272,Filandia
67.12,63302,Génova
64.11,63401,La Tebaida
66.76,63470,Montenegro
57.96,63548,Pijao
69.76,63594,Quimbaya
75.0,63690,Salento
64.24,66001,Pereira
70.18,66045,Apía
60.37,66075,Balboa
66.21,66088,Belén de Umbría
76.14,66170,Dosquebradas
72.05,66318,Guática
59.97,66383,La Celia
71.32,66400,La Virginia
62.74,66440,Marsella
64.6,66456,Mistrató
51.58,66572,Pueblo Rico
65.11,66594,Quinchía
68.51,66682,Santa Rosa de Cabal
69.27,66687,Santuario
78.07,68001,Bucaramanga
83.04,68013,Aguada
68.23,68020,Albania
72.31,68051,Aratoca
73.06,68077,Barbosa
72.84,68079,Barichara
73.47,68081,Barrancabermeja
71.04,68092,Betulia
62.51,68101,Bolívar
77.39,68121,Cabrera
66.37,68132,California
73.52,68147,Capitanejo
59.04,68152,Carcasí
55.93,68160,Cepitá
69.01,68162,Cerrito
71.37,68167,Charalá
66.51,68169,Charta
77.78,68176,Chima
89.53,68179,Chipatá
64.54,68190,Cimitarra
58.49,68207,Concepción
57.07,68209,Confines
60.73,68211,Contratación
64.99,68217,Coromoro
75.97,68229,Curití
62.73,68235,El Carmen de Chucurí
87.41,68245,El Guacamayo
68.56,68250,El Peñón
71.08,68255,El Playón
61.81,68264,Encino
66.67,68266,Enciso
70.8,68271,Florián
78.69,68276,Floridablanca
69.04,68296,Galán
67.02,68298,Gambita
72.42,68307,Girón
59.96,68318,Guaca
73.24,68320,Guadalupe
74.86,68322,Guapotá
57.31,68324,Guavatá
77.81,68327,Güepsa
73.86,68344,Hato
78.47,68368,Jesús María
66.91,68370,Jordán
68.09,68377,La Belleza
72.03,68385,Landázuri
74.0,68397,La Paz
74.8,68406,Lebríja
66.85,68418,Los Santos
64.6,68425,Macaravita
72.86,68432,Málaga
74.0,68444,Matanza
73.67,68464,Mogotes
72.42,68468,Molagavita
78.21,68498,Ocamonte
81.43,68500,Oiba
73.35,68502,Onzaga
81.42,68522,Palmar
70.66,68524,Palmas del Socorro
65.13,68533,Páramo
76.15,68547,Piedecuesta
73.44,68549,Pinchote
81.66,68572,Puente Nacional
68.0,68573,Puerto Parra
68.05,68575,Puerto Wilches
70.92,68615,Rionegro
67.31,68655,Sabana de Torres
66.44,68669,San Andrés
76.88,68673,San Benito
74.65,68679,San Gil
73.33,68682,San Joaquín
61.35,68684,San José de Miranda
60.64,68686,San Miguel
71.48,68689,San Vicente de Chucurí
77.33,68705,Santa Bárbara
47.63,68720,Santa Helena del Opón
57.99,68745,Simacota
71.79,68755,Socorro
76.77,68770,Suaita
63.58,68773,Sucre
62.69,68780,Suratá
71.66,68820,Tona
76.32,68855,Valle de San José
70.72,68861,Vélez
74.64,68867,Vetas
76.82,68872,Villanueva
67.73,68895,Zapatoca
68.65,70001,Sincelejo
69.64,70110,Buenavista
65.53,70124,Caimito
67.93,70204,Colosó
75.37,70215,Corozal
68.09,70221,Coveñas
61.85,70230,Chalán
70.16,70233,El Roble
65.0,70235,Galeras
66.07,70265,Guaranda
61.27,70400,La Unión
72.69,70418,Los Palmitos
66.68,70429,Majagual
64.54,70473,Morroa
72.52,70508,Ovejas
70.53,70523,Palmito
65.97,70670,Sampués
60.92,70678,San Benito Abad
70.25,70702,San Juan de Betulia
66.26,70708,San Marcos
69.28,70713,San Onofre
69.64,70717,San Pedro
71.34,70742,Sincé
68.1,70771,Sucre
69.86,70820,Santiago de Tolú
69.34,70823,Toluviejo
73.11,73001,Ibagué
76.49,73024,Alpujarra
76.2,73026,Alvarado
74.4,73030,Ambalema
78.5,73043,Anzoátegui
70.11,73055,Armero
72.08,73067,Ataco
71.82,73124,Cajamarca
75.78,73148,Carmen de Apicalá
76.57,73152,Casabianca
71.44,73168,Chaparral
77.22,73200,Coello
80.15,73217,Coyaima
75.0,73226,Cunday
75.24,73236,Dolores
71.66,73268,Espinal
75.98,73270,Falan
73.62,73275,Flandes
71.77,73283,Fresno
78.4,73319,Guamo
76.99,73347,Herveo
66.98,73349,Honda
74.01,73352,Icononzo
68.19,73408,Lérida
70.83,73411,Líbano
74.36,73443,Mariquita
74.72,73449,Melgar
75.08,73461,Murillo
75.57,73483,Natagaima
78.78,73504,Ortega
71.81,73520,Palocabildo
76.76,73547,Piedras
76.37,73555,Planadas
74.4,73563,Prado
74.02,73585,Purificación
73.66,73616,Rioblanco
65.94,73622,Roncesvalles
69.57,91669,Puerto Santander
78.75,73624,Rovira
75.72,73671,Saldaña
72.55,73675,San Antonio
75.68,73678,San Luis
77.64,73686,Santa Isabel
77.39,73770,Suárez
76.43,73854,Valle de San Juan
70.9,73861,Venadillo
75.65,73870,Villahermosa
71.75,73873,Villarrica
72.02,76001,Cali
69.68,76020,Alcalá
75.06,76036,Andalucía
65.19,76041,Ansermanuevo
63.16,76054,Argelia
68.19,76100,Bolívar
59.92,76109,Buenaventura
66.17,76111,Guadalajara de Buga
67.83,76113,Bugalagrande
70.29,76122,Caicedonia
67.89,76126,Calima El Darien
70.46,76130,Candelaria
68.56,76147,Cartago
68.0,76233,Dagua
63.51,76243,El Águila
70.11,76246,El Cairo
66.7,76248,El Cerrito
56.83,76250,El Dovio
68.06,76275,Florida
65.48,76306,Ginebra
70.71,76318,Guacarí
52.46,76364,Jamundí
61.5,76377,La Cumbre
71.7,76400,La Unión
71.15,76403,La Victoria
66.82,76497,Obando
68.18,76520,Palmira
65.7,76563,Pradera
69.47,76606,Restrepo
58.67,76616,Riofrío
77.0,76622,Roldanillo
65.98,76670,San Pedro
63.09,76736,Sevilla
87.36,50124,Cabuyaro
66.58,76823,Toro
67.36,76828,Trujillo
69.55,76834,Tuluá
58.53,76845,Ulloa
64.85,76863,Versalles
69.82,76869,Vijes
63.22,76890,Yotoco
66.4,76892,Yumbo
69.6,76895,Zarzal
70.01,81001,Arauca
69.72,81065,Arauquita
75.76,81220,Cravo Norte
71.35,81300,Fortul
75.0,81591,Puerto Rondón
66.32,81736,Saravena
69.0,81794,Tame
69.61,85001,Yopal
71.26,85010,Aguazul
68.06,85015,Chameza
63.97,85125,Hato Corozal
71.43,85136,La Salina
74.18,85139,Maní
70.91,85162,Monterrey
72.58,85225,Nunchía
68.73,85230,Orocué
70.16,85250,Paz de Ariporo
72.63,85263,Pore
67.09,85279,Recetor
77.78,85300,Sabanalarga
76.53,85315,Sácama
69.01,85325,San Luis de Palenque
71.43,85400,Támara
69.15,85410,Tauramena
71.28,85430,Trinidad
76.19,85440,Villanueva
64.73,86001,Mocoa
80.0,86219,Colón
69.26,86320,Orito
59.85,86568,Puerto Asís
67.18,86569,Puerto Caicedo
63.05,86571,Puerto Guzmán
68.74,86573,Leguízamo
79.94,86749,Sibundoy
73.7,86755,San Francisco
68.51,86757,San Miguel
75.09,86760,Santiago
66.96,86865,Valle del Guamuez
68.66,86885,Villagarzón
60.76,97889,Yavaraté
77.03,88001,San Andrés
85.16,88564,Providencia
66.22,91001,Leticia
57.32,91263,El Encanto
55.69,91405,La Chorrera
55.91,91407,La Pedrera
60.71,91460,Miriti - Paraná
70.59,91530,Puerto Alegría
64.77,91540,Puerto Nariño
57.0,91798,Tarapacá
49.12,94001,Inírida
33.54,94343,Barranco Minas
25.0,94663,Mapiripana
33.64,94883,San Felipe
62.04,95001,San José del Guaviare
53.25,95015,Calamar
61.29,95025,El Retorno
49.75,95200,Miraflores
54.44,97001,Mitú
48.75,97161,Caruru
37.5,97511,Pacoa
45.03,97666,Taraira
65.91,99001,Puerto Carreño
69.77,99524,La Primavera
61.63,99624,Santa Rosalía
44.95,99773,Cumaribo
91.43,05001,Medellín
76.47,05002,Abejorral
75.94,05004,Abriaquí
100.5,05021,Alejandría
61.8,05030,Amagá
70.46,05031,Amalfi
60.51,05034,Andes
54.38,05036,Angelópolis
65.63,05038,Angostura
66.22,05040,Anorí
73.97,05042,Santafé de Antioquia
62.37,05044,Anza
51.31,05045,Apartadó
52.26,05051,Arboletes
69.45,05055,Argelia
56.19,05059,Armenia
59.95,05079,Barbosa
75.05,05086,Belmira
65.7,05088,Bello
59.43,05091,Betania
67.41,05093,Betulia
71.55,05101,Ciudad Bolívar
49.93,05107,Briceño
84.43,05113,Buriticá
47.97,05120,Cáceres
60.7,05125,Caicedo
74.6,05129,Caldas
52.09,05134,Campamento
68.06,05138,Cañasgordas
61.82,05142,Caracolí
56.87,05145,Caramanta
71.94,05147,Carepa
76.44,05148,El Carmen de Viboral
76.45,05150,Carolina
60.11,05154,Caucasia
58.64,05172,Chigorodó
92.24,05190,Cisneros
91.07,05197,Cocorná
120.31,05206,Concepción
50.57,05209,Concordia
91.2,05212,Copacabana
58.67,05234,Dabeiba
66.92,05237,Don Matías
61.59,05240,Ebéjico
76.29,05250,El Bagre
80.57,05264,Entrerrios
64.01,05266,Envigado
68.35,05282,Fredonia
75.37,05284,Frontino
121.16,05306,Giraldo
60.89,05308,Girardota
53.22,05310,Gómez Plata
73.91,05313,Granada
71.36,05315,Guadalupe
56.9,05318,Guarne
115.38,05321,Guatape
60.44,05347,Heliconia
72.17,05353,Hispania
65.76,05360,Itagüí
64.6,15720,Sativanorte
73.78,05361,Ituango
66.63,05364,Jardín
80.45,05368,Jericó
80.79,05376,La Ceja
85.62,05380,La Estrella
93.42,05390,La Pintada
82.89,05400,La Unión
84.38,05411,Liborina
107.88,05425,Maceo
79.09,05440,Marinilla
72.99,05467,Montebello
28.74,05475,Murindó
57.81,05480,Mutatá
41.89,05483,Nariño
